1.8815;-3.73421
1.88413;-3.73463
1.88372;-3.73644
1.88327;-3.73827
1.88377;-3.73964
1.88229;-3.74193
1.88413;-3.74269
1.88295;-3.74482
1.88534;-3.74531
1.88398;-3.74751
1.8847;-3.74876
1.88422;-3.75055
1.88431;-3.75207
1.88466;-3.75347
1.88503;-3.75485
1.8848;-3.75651
1.88587;-3.75756
1.88554;-3.75924
1.88679;-3.7602
1.88631;-3.76195
1.88644;-3.76341
1.88844;-3.764
1.88714;-3.76611
1.88618;-3.76806
1.88806;-3.76869
1.88821;-3.77012
1.88868;-3.77139
1.8889;-3.77277
1.88739;-3.77495
1.88898;-3.77569
1.89113;-3.77617
1.89087;-3.77775
1.89139;-3.77897
1.89169;-3.78029
1.89071;-3.78219
1.89226;-3.78292
1.89178;-3.78459
1.892;-3.78592
1.89064;-3.78797
1.89298;-3.78832
1.89503;-3.78881
1.89268;-3.7913
1.89266;-3.79272
1.89296;-3.79399
1.89283;-3.79545
1.89219;-3.79714
1.89495;-3.79727
1.8931;-3.79951
1.89348;-3.80072
1.89555;-3.80115
1.89633;-3.80217
1.89512;-3.8041
1.89502;-3.80551
1.89643;-3.80623
1.89509;-3.8082
1.89427;-3.80993
1.89447;-3.81119
1.89578;-3.81193
1.89649;-3.81295
1.89762;-3.81377
1.89571;-3.81598
1.89673;-3.81684
1.89524;-3.81885
1.89625;-3.81971
1.89888;-3.81982
1.89776;-3.82165
1.89691;-3.82335
1.89906;-3.82367
1.89944;-3.8248
1.89825;-3.82664
1.89892;-3.82763
1.89853;-3.82909
1.9006;-3.82944
1.8997;-3.83113
1.90089;-3.83186
1.90006;-3.83352
1.9013;-3.83422
1.90039;-3.83591
1.89917;-3.83773
1.89959;-3.83879
1.90002;-3.83985
1.9007;-3.8408
1.90149;-3.84169
1.90085;-3.84322
1.90074;-3.84452
1.90051;-3.84586
1.90071;-3.847
1.90139;-3.84792
1.90181;-3.84896
1.90068;-3.8507
1.90284;-3.85094
1.90077;-3.8531
1.90107;-3.85418
1.90296;-3.85453
1.90303;-3.8557
1.9033;-3.85678
1.90344;-3.85792
1.90285;-3.85939
1.90263;-3.86068
1.9041;-3.8612
1.9031;-3.86285
1.90302;-3.86406
1.90436;-3.86464
1.90426;-3.86586
1.90222;-3.86797
1.9028;-3.86887
1.90679;-3.86822
1.90497;-3.87022
1.90248;-3.87252
1.90668;-3.87176
1.90554;-3.87343
1.90746;-3.87371
1.90724;-3.87496
1.90706;-3.87619
1.90873;-3.87658
1.90759;-3.87824
1.90777;-3.87929
1.90726;-3.88066
1.90883;-3.88108
1.90884;-3.8822
1.90792;-3.88375
1.90819;-3.88475
1.9066;-3.88659
1.90907;-3.88658
1.90847;-3.88797
1.91065;-3.88809
1.90702;-3.89085
1.91086;-3.89021
1.90959;-3.89189
1.90957;-3.893
1.91128;-3.89332
1.9064;-3.89664
1.90809;-3.89696
1.90793;-3.89812
1.90775;-3.89929
1.91187;-3.8985
1.90881;-3.90097
1.91116;-3.90098
1.90902;-3.90303
1.91064;-3.90337
1.91027;-3.90461
1.90815;-3.90664
1.90999;-3.90687
1.90896;-3.9084
1.91049;-3.90877
1.91177;-3.90924
1.90884;-3.91163
1.91101;-3.9117
1.90914;-3.91359
1.91077;-3.9139
1.91001;-3.91529
1.91063;-3.91605
1.91164;-3.91663
1.91074;-3.91808
1.91175;-3.91865
1.91035;-3.92032
1.91251;-3.92037
1.9108;-3.92218
1.90933;-3.92387
1.90909;-3.925
1.91343;-3.92405
1.90607;-3.92842
1.91088;-3.92724
1.91029;-3.92852
1.91021;-3.92957
1.91244;-3.92957
1.91047;-3.93147
1.91477;-3.93052
1.90753;-3.93481
1.91619;-3.93187
1.91444;-3.93367
1.91016;-3.93661
1.91268;-3.93645
1.9185;-3.9348
1.91288;-3.93834
1.91393;-3.93885
1.91472;-3.93947
1.91333;-3.94109
1.91858;-3.93968
1.91882;-3.94055
1.92045;-3.94079
1.91967;-3.94211
1.92298;-3.94159
1.9188;-3.94444
1.91917;-3.94524
1.92066;-3.94554
1.91906;-3.94722
1.91923;-3.9481
1.91838;-3.94944
1.91814;-3.95051
1.92074;-3.95028
1.91961;-3.95175
1.92114;-3.95201
1.92038;-3.9533
1.92352;-3.95282
1.92063;-3.95507
1.92051;-3.95607
1.91985;-3.9573
1.91966;-3.95832
1.92245;-3.958
1.92185;-3.9592
1.92312;-3.95956
1.92022;-3.9618
1.92306;-3.96144
1.92317;-3.96232
1.92024;-3.96456
1.9208;-3.96523
1.91945;-3.96676
1.9239;-3.96567
1.92002;-3.96834
1.91821;-3.97007
1.9201;-3.97013
1.9222;-3.97008
1.92055;-3.97174
1.92372;-3.97121
1.92116;-3.97327
1.92096;-3.97426
1.92262;-3.97441
1.92109;-3.976
1.92256;-3.97623
1.92285;-3.97699
1.92188;-3.97832
1.92124;-3.97951
1.92208;-3.98002
1.9231;-3.98044
1.92114;-3.98221
1.92156;-3.9829
1.92173;-3.98371
1.92327;-3.98389
1.92248;-3.98513
1.92227;-3.9861
1.92104;-3.98753
1.92099;-3.98843
